  -1.0000000e+01  -4.9500000e-01   1.0300000e-02  -1.1200000e-01
  -9.0000000e+00  -4.1300000e-01   9.0500000e-03  -1.1900000e-01
  -8.0000000e+00  -3.1700000e-01   8.2700000e-03  -1.2600000e-01
  -7.0000000e+00  -2.0700000e-01   7.2400000e-03  -1.3500000e-01
  -6.0000000e+00  -8.6000000e-02   7.0400000e-03  -1.3700000e-01
  -5.0000000e+00   3.5000000e-02   6.9100000e-03  -1.3800000e-01
  -4.0000000e+00   1.5700000e-01   6.7900000e-03  -1.3900000e-01
  -3.0000000e+00   2.7900000e-01   6.7200000e-03  -1.4100000e-01
  -2.0000000e+00   4.0100000e-01   6.7500000e-03  -1.4200000e-01
  -1.0000000e+00   5.2300000e-01   6.9200000e-03  -1.4300000e-01
  -0.0000000e+00   6.4400000e-01   7.2900000e-03  -1.4400000e-01
   1.0000000e+00   7.6600000e-01   8.0700000e-03  -1.4500000e-01
   2.0000000e+00   8.8300000e-01   8.4900000e-03  -1.4700000e-01
   3.0000000e+00   1.0020000e+00   9.5900000e-03  -1.4800000e-01
   4.0000000e+00   1.1200000e+00   1.0320000e-02  -1.4900000e-01
   5.0000000e+00   1.2360000e+00   1.1240000e-02  -1.5000000e-01
   6.0000000e+00   1.3480000e+00   1.1670000e-02  -1.5100000e-01
   7.0000000e+00   1.4560000e+00   1.2670000e-02  -1.5200000e-01
   8.0000000e+00   1.5550000e+00   1.3260000e-02  -1.5300000e-01
   9.0000000e+00   1.6370000e+00   1.5120000e-02  -1.5600000e-01
   1.0000000e+01   1.7000000e+00   1.6590000e-02  -1.6000000e-01
   1.1000000e+01   1.7450000e+00   1.8510000e-02  -1.6500000e-01
   1.2000000e+01   1.7750000e+00   2.0780000e-02  -1.7100000e-01
   1.3000000e+01   1.7870000e+00   2.3580000e-02  -1.7700000e-01
   1.4000000e+01   1.7800000e+00   2.6760000e-02  -1.8400000e-01
   1.5000000e+01   1.7510000e+00   3.0560000e-02  -1.9200000e-01
   1.6000000e+01   1.6900000e+00   3.6330000e-02  -2.0200000e-01
   1.7000000e+01   1.6150000e+00   4.2810000e-02  -2.1200000e-01
   1.8000000e+01   1.5260000e+00   5.0800000e-02  -2.2300000e-01
   1.9000000e+01   1.3770000e+00   6.9720000e-02  -2.4100000e-01
   2.0000000e+01   1.2850000e+00   8.0480000e-02  -2.4900000e-01
   2.1000000e+01   1.1450000e+00   1.0976000e-01  -2.5800000e-01
   2.2000000e+01   1.0660000e+00   1.3136000e-01  -2.5800000e-01
   2.3000000e+01   1.0010000e+00   1.4664000e-01  -2.6000000e-01
   2.4000000e+01   9.3800000e-01   1.5802000e-01  -2.6400000e-01
   2.5000000e+01   8.7600000e-01   1.7362000e-01  -2.6700000e-01
   2.6000000e+01   8.1600000e-01   1.7576000e-01  -2.7200000e-01
   2.7000000e+01   7.6000000e-01   1.9168000e-01  -2.7500000e-01
   2.8000000e+01   7.0600000e-01   2.0340000e-01  -2.7800000e-01
   2.9000000e+01   6.5700000e-01   2.2319000e-01  -2.8100000e-01
   3.0000000e+01   6.1100000e-01   2.3428000e-01  -2.8500000e-01
