  -1.0000000e+01  -5.1400000e-01   9.4500000e-03  -1.0900000e-01
  -9.0000000e+00  -4.1800000e-01   8.5100000e-03  -1.1500000e-01
  -8.0000000e+00  -3.1500000e-01   7.7900000e-03  -1.2100000e-01
  -7.0000000e+00  -2.0900000e-01   7.2100000e-03  -1.2700000e-01
  -6.0000000e+00  -9.0000000e-02   6.6500000e-03  -1.3400000e-01
  -5.0000000e+00   3.4000000e-02   6.3700000e-03  -1.3600000e-01
  -4.0000000e+00   1.5800000e-01   6.3700000e-03  -1.3700000e-01
  -3.0000000e+00   2.8300000e-01   6.3300000e-03  -1.3900000e-01
  -2.0000000e+00   4.0700000e-01   6.5100000e-03  -1.4000000e-01
  -1.0000000e+00   5.3100000e-01   6.8100000e-03  -1.4200000e-01
  -0.0000000e+00   6.5600000e-01   7.0600000e-03  -1.4300000e-01
   1.0000000e+00   7.7900000e-01   7.6400000e-03  -1.4500000e-01
   2.0000000e+00   9.0300000e-01   8.3400000e-03  -1.4600000e-01
   3.0000000e+00   1.0230000e+00   8.9600000e-03  -1.4700000e-01
   4.0000000e+00   1.1450000e+00   1.0160000e-02  -1.4800000e-01
   5.0000000e+00   1.2620000e+00   1.0700000e-02  -1.5000000e-01
   6.0000000e+00   1.3790000e+00   1.1690000e-02  -1.5100000e-01
   7.0000000e+00   1.4910000e+00   1.2350000e-02  -1.5200000e-01
   8.0000000e+00   1.5890000e+00   1.3250000e-02  -1.5500000e-01
   9.0000000e+00   1.6710000e+00   1.4470000e-02  -1.5900000e-01
   1.0000000e+01   1.7450000e+00   1.5960000e-02  -1.6400000e-01
   1.1000000e+01   1.8110000e+00   1.7710000e-02  -1.6900000e-01
   1.2000000e+01   1.8660000e+00   1.9740000e-02  -1.7400000e-01
   1.3000000e+01   1.9080000e+00   2.2230000e-02  -1.8000000e-01
   1.4000000e+01   1.9380000e+00   2.4800000e-02  -1.8600000e-01
   1.5000000e+01   1.9500000e+00   2.8140000e-02  -1.9200000e-01
   1.6000000e+01   1.9420000e+00   3.2160000e-02  -1.9900000e-01
   1.7000000e+01   1.9120000e+00   3.7280000e-02  -2.0700000e-01
   1.8000000e+01   1.8790000e+00   4.1450000e-02  -2.1400000e-01
   1.9000000e+01   1.8140000e+00   4.8990000e-02  -2.2400000e-01
   2.0000000e+01   1.7350000e+00   5.8080000e-02  -2.3400000e-01
   2.1000000e+01   1.6930000e+00   5.9620000e-02  -2.3800000e-01
   2.2000000e+01   1.5940000e+00   7.1440000e-02  -2.4900000e-01
   2.3000000e+01   1.4720000e+00   9.0290000e-02  -2.6200000e-01
   2.4000000e+01   1.3730000e+00   1.0580000e-01  -2.7100000e-01
   2.5000000e+01   1.2730000e+00   1.2477000e-01  -2.7800000e-01
   2.6000000e+01   1.1880000e+00   1.4198000e-01  -2.8300000e-01
   2.7000000e+01   1.1160000e+00   1.5695000e-01  -2.8600000e-01
   2.8000000e+01   1.0510000e+00   1.7105000e-01  -2.8800000e-01
   2.9000000e+01   9.9400000e-01   1.7582000e-01  -2.9300000e-01
   3.0000000e+01   9.3200000e-01   1.9602000e-01  -2.9400000e-01
