  -1.0000000e+01  -5.1200000e-01   9.2500000e-03  -1.1500000e-01
  -9.0000000e+00  -4.2600000e-01   8.2600000e-03  -1.2300000e-01
  -8.0000000e+00  -3.2500000e-01   7.6500000e-03  -1.2900000e-01
  -7.0000000e+00  -2.0700000e-01   6.7900000e-03  -1.3500000e-01
  -6.0000000e+00  -8.6000000e-02   6.6800000e-03  -1.3700000e-01
  -5.0000000e+00   3.5000000e-02   6.4900000e-03  -1.3800000e-01
  -4.0000000e+00   1.5700000e-01   6.5400000e-03  -1.3900000e-01
  -3.0000000e+00   2.7900000e-01   6.4500000e-03  -1.4100000e-01
  -2.0000000e+00   4.0100000e-01   6.7200000e-03  -1.4200000e-01
  -1.0000000e+00   5.2300000e-01   6.8900000e-03  -1.4300000e-01
  -0.0000000e+00   6.4400000e-01   7.4000000e-03  -1.4400000e-01
   1.0000000e+00   7.6600000e-01   8.0200000e-03  -1.4500000e-01
   2.0000000e+00   8.8500000e-01   8.1700000e-03  -1.4700000e-01
   3.0000000e+00   1.0020000e+00   9.0600000e-03  -1.4800000e-01
   4.0000000e+00   1.1200000e+00   9.7300000e-03  -1.4900000e-01
   5.0000000e+00   1.2360000e+00   1.0440000e-02  -1.5000000e-01
   6.0000000e+00   1.3490000e+00   1.1280000e-02  -1.5100000e-01
   7.0000000e+00   1.4580000e+00   1.1690000e-02  -1.5200000e-01
   8.0000000e+00   1.5590000e+00   1.2780000e-02  -1.5300000e-01
   9.0000000e+00   1.6490000e+00   1.2910000e-02  -1.5400000e-01
   1.0000000e+01   1.7200000e+00   1.5130000e-02  -1.5700000e-01
   1.1000000e+01   1.7670000e+00   1.6890000e-02  -1.6200000e-01
   1.2000000e+01   1.8000000e+00   1.8600000e-02  -1.6700000e-01
   1.3000000e+01   1.8130000e+00   2.1090000e-02  -1.7400000e-01
   1.4000000e+01   1.8020000e+00   2.4380000e-02  -1.8100000e-01
   1.5000000e+01   1.7680000e+00   2.8180000e-02  -1.8900000e-01
   1.6000000e+01   1.7150000e+00   3.2630000e-02  -1.9800000e-01
   1.7000000e+01   1.6410000e+00   3.8350000e-02  -2.0800000e-01
   1.8000000e+01   1.5130000e+00   5.1080000e-02  -2.2500000e-01
   1.9000000e+01   1.4390000e+00   5.6410000e-02  -2.3200000e-01
   2.0000000e+01   1.2590000e+00   8.5240000e-02  -2.5200000e-01
   2.1000000e+01   1.1360000e+00   1.1341000e-01  -2.5700000e-01
   2.2000000e+01   1.0670000e+00   1.2621000e-01  -2.5900000e-01
   2.3000000e+01   1.0080000e+00   1.2720000e-01  -2.6500000e-01
   2.4000000e+01   9.3800000e-01   1.4412000e-01  -2.6600000e-01
   2.5000000e+01   8.7600000e-01   1.5772000e-01  -2.6900000e-01
   2.6000000e+01   8.1600000e-01   1.7436000e-01  -2.7200000e-01
   2.7000000e+01   7.6000000e-01   1.8981000e-01  -2.7500000e-01
   2.8000000e+01   7.0600000e-01   2.0073000e-01  -2.7800000e-01
   2.9000000e+01   6.5700000e-01   2.1008000e-01  -2.8200000e-01
   3.0000000e+01   6.1000000e-01   2.2827000e-01  -2.8500000e-01
