   1.0000000e+00   0.0000000e+00
   9.5000000e-01   8.9866667e-03
   9.0000000e-01   1.7893333e-02
   8.5000000e-01   2.7090000e-02
   8.0000000e-01   3.6300000e-02
   7.5000000e-01   4.5336667e-02
   7.0000000e-01   5.3953333e-02
   6.5000000e-01   6.1936667e-02
   6.0000000e-01   6.9063333e-02
   5.5000000e-01   7.5160000e-02
   5.0000000e-01   8.0076667e-02
   4.5000000e-01   8.3590000e-02
   4.0000000e-01   8.5506667e-02
   3.5000000e-01   8.5600000e-02
   3.0000000e-01   8.3710000e-02
   2.5000000e-01   7.9830000e-02
   2.0000000e-01   7.3843333e-02
   1.5000000e-01   6.5490000e-02
   1.0000000e-01   5.4116667e-02
   7.5000000e-02   4.6850000e-02
   5.0000000e-02   3.7980000e-02
   2.5000000e-02   2.6433333e-02
   1.2500000e-02   1.8526667e-02
   7.5000000e-03   1.4233333e-02
   5.0000000e-03   1.1580000e-02
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   5.0000000e-03  -9.5800000e-03
   7.5000000e-03  -1.1433333e-02
   1.2500000e-02  -1.4246667e-02
   2.5000000e-02  -1.8993333e-02
   5.0000000e-02  -2.5340000e-02
   7.5000000e-02  -2.9890000e-02
   1.0000000e-01  -3.3436667e-02
   1.5000000e-01  -3.8570000e-02
   2.0000000e-01  -4.2003333e-02
   2.5000000e-01  -4.4030000e-02
   3.0000000e-01  -4.4830000e-02
   3.5000000e-01  -4.4400000e-02
   4.0000000e-01  -4.2666667e-02
   4.5000000e-01  -3.9790000e-02
   5.0000000e-01  -3.5956667e-02
   5.5000000e-01  -3.1360000e-02
   6.0000000e-01  -2.6223333e-02
   6.5000000e-01  -2.0736667e-02
   7.0000000e-01  -1.5073333e-02
   7.5000000e-01  -9.5366667e-03
   8.0000000e-01  -4.4600000e-03
   8.5000000e-01  -1.7000000e-04
   9.0000000e-01   2.7866667e-03
   9.5000000e-01   3.6533333e-03
   1.0000000e+00   0.0000000e+00
