   1.0000000e+00   0.0000000e+00
   9.5000000e-01   9.8000000e-03
   9.0000000e-01   2.0190000e-02
   8.5000000e-01   3.1330000e-02
   8.0000000e-01   4.2830000e-02
   7.5000000e-01   5.4400000e-02
   7.0000000e-01   6.5660000e-02
   6.5000000e-01   7.6270000e-02
   6.0000000e-01   8.5970000e-02
   5.5000000e-01   9.4460000e-02
   5.0000000e-01   1.0148000e-01
   4.5000000e-01   1.0672000e-01
   4.0000000e-01   1.0987000e-01
   3.5000000e-01   1.1060000e-01
   3.0000000e-01   1.0857000e-01
   2.5000000e-01   1.0390000e-01
   2.0000000e-01   9.6400000e-02
   1.5000000e-01   8.5710000e-02
   1.0000000e-01   7.1020000e-02
   7.5000000e-02   6.1560000e-02
   5.0000000e-02   4.9940000e-02
   2.5000000e-02   3.4760000e-02
   1.2500000e-02   2.4310000e-02
   7.5000000e-03   1.8530000e-02
   5.0000000e-03   1.5040000e-02
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   5.0000000e-03  -1.3040000e-02
   7.5000000e-03  -1.5730000e-02
   1.2500000e-02  -2.0030000e-02
   2.5000000e-02  -2.7320000e-02
   5.0000000e-02  -3.7300000e-02
   7.5000000e-02  -4.4600000e-02
   1.0000000e-01  -5.0340000e-02
   1.5000000e-01  -5.8790000e-02
   2.0000000e-01  -6.4560000e-02
   2.5000000e-01  -6.8100000e-02
   3.0000000e-01  -6.9690000e-02
   3.5000000e-01  -6.9400000e-02
   4.0000000e-01  -6.7030000e-02
   4.5000000e-01  -6.2920000e-02
   5.0000000e-01  -5.7360000e-02
   5.5000000e-01  -5.0660000e-02
   6.0000000e-01  -4.3130000e-02
   6.5000000e-01  -3.5070000e-02
   7.0000000e-01  -2.6780000e-02
   7.5000000e-01  -1.8600000e-02
   8.0000000e-01  -1.0990000e-02
   8.5000000e-01  -4.4100000e-03
   9.0000000e-01   4.9000000e-04
   9.5000000e-01   2.8400000e-03
   1.0000000e+00   0.0000000e+00
