NACA 63-618
1.00000000	0.00000000
0.99785340	0.00076419
0.99499302	0.00161865
0.99144120	0.00260630
0.98720568	0.00373315
0.98229401	0.00500320
0.97671389	0.00641805
0.97047433	0.00798126
0.96358450	0.00969348
0.95605489	0.01155700
0.94789793	0.01357835
0.93912480	0.01575550
0.92974958	0.01809425
0.91978472	0.02059058
0.90924616	0.02325082
0.89814678	0.02606578
0.88650139	0.02903091
0.87432546	0.03214097
0.86163652	0.03539593
0.84844842	0.03877841
0.83478025	0.04228876
0.82064906	0.04591660
0.80607196	0.04964925
0.79106694	0.05347485
0.77565123	0.05737607
0.75984352	0.06133880
0.74366078	0.06533965
0.72712222	0.06936140
0.71024811	0.07338882
0.69305615	0.07739326
0.67556803	0.08136008
0.65780341	0.08526325
0.63978277	0.08907668
0.62152940	0.09278443
0.60306374	0.09635334
0.58441080	0.09976970
0.56559329	0.10300385
0.54663626	0.10603439
0.52756755	0.10885438
0.50841161	0.11143058
0.48919678	0.11375194
0.46994989	0.11579059
0.45069910	0.11752027
0.43147438	0.11892563
0.41230662	0.11999512
0.39322629	0.12069704
0.37426622	0.12102880
0.35545906	0.12098079
0.33683818	0.12054956
0.31843650	0.11974081
0.30028650	0.11856464
0.28241962	0.11703593
0.26486499	0.11518526
0.24765230	0.11302372
0.23080751	0.11058550
0.21435888	0.10787969
0.19833267	0.10492343
0.18275784	0.10171702
0.16765864	0.09828297
0.15306125	0.09463157
0.13898752	0.09078762
0.12546210	0.08676301
0.11250550	0.08258139
0.10013988	0.07825853
0.08838939	0.07380395
0.07727371	0.06923884
0.06681725	0.06457251
0.05704263	0.05982017
0.04797585	0.05499192
0.03964050	0.05010570
0.03204835	0.04520113
0.02520089	0.04033051
0.01910693	0.03553261
0.01378535	0.03083490
0.00927893	0.02624697
0.00562570	0.02180052
0.00284106	0.01756248
0.00089045	0.01364013
-0.00030515	0.01015516
-0.00088244	0.00722785
-0.00102826	0.00495295
-0.00086491	0.00273255
0.00001710	-0.00003431
0.00163099	-0.00325334
0.00384595	-0.00691397
0.00701082	-0.01072178
0.01120636	-0.01446009
0.01639095	-0.01800451
0.02248157	-0.02131716
0.02938082	-0.02444781
0.03701351	-0.02746848
0.04534329	-0.03039715
0.05435076	-0.03321689
0.06402025	-0.03589934
0.07433121	-0.03843148
0.08525783	-0.04082440
0.09677530	-0.04309250
0.10886200	-0.04523944
0.12149774	-0.04726143
0.13466140	-0.04915943
0.14833216	-0.05093129
0.16248983	-0.05256600
0.17711242	-0.05406357
0.19217968	-0.05540206
0.20766831	-0.05658347
0.22355597	-0.05759158
0.23981832	-0.05843331
0.25643163	-0.05909807
0.27337125	-0.05958375
0.29061262	-0.05986072
0.30812984	-0.05992378
0.32589630	-0.05974509
0.34388452	-0.05931472
0.36206644	-0.05862457
0.38041427	-0.05767956
0.39889967	-0.05647939
0.41749587	-0.05504391
0.43617484	-0.05337383
0.45491201	-0.05150563
0.47368090	-0.04944930
0.49245662	-0.04722698
0.51121475	-0.04486073
0.52993208	-0.04237834
0.54858409	-0.03979451
0.56714786	-0.03713330
0.58559974	-0.03441092
0.60391600	-0.03164139
0.62207490	-0.02884967
0.64005340	-0.02605007
0.65783178	-0.02327604
0.67538698	-0.02053763
0.69269802	-0.01785652
0.70974421	-0.01525405
0.72650331	-0.01273973
0.74295602	-0.01034088
0.75908083	-0.00806799
0.77485583	-0.00592631
0.79026215	-0.00394107
0.80527880	-0.00212021
0.81988490	-0.00046885
0.83406023	0.00100546
0.84778460	0.00229850
0.86103813	0.00340776
0.87380078	0.00433880
0.88605391	0.00508789
0.89777877	0.00565996
0.90895731	0.00606140
0.91957228	0.00629493
0.92960702	0.00636570
0.93904557	0.00628943
0.94787300	0.00607636
0.95607530	0.00574112
0.96363946	0.00529667
0.97055394	0.00476323
0.97680821	0.00415825
0.98239269	0.00349778
0.98729921	0.00280128
0.99152084	0.00208869
0.99505153	0.00137980
0.99788523	0.00069174
1.00000000	0.00000000
